Municipality,Canton,TLS,correct redirect,people
Mauraz,VD,False,False,60
Mex (VD),VD,False,False,720
Mies,VD,True,False,2050
Missy,VD,True,True,351
Moiry,VD,True,True,313
Mollens (VD),VD,False,False,300
Molondin,VD,True,False,232
Montagny-près-Yverdon,VD,False,False,716
Montanaire,VD,True,True,2596
Montcherand,VD,True,True,481
Montherod,VD,True,True,532
Montilliez,VD,False,False,1731
Mont-la-Ville,VD,True,True,418
Montpreveyres,VD,True,True,647
Montreux,VD,True,False,26574
Montricher,VD,True,False,986
Mont-sur-Rolle,VD,True,False,2708
Morges,VD,True,True,15838
Morrens (VD),VD,False,False,1090
Moudon,VD,False,False,6187
Mutrux,VD,True,True,163
Novalles,VD,True,True,101
Noville,VD,False,False,1054
Nyon,VD,True,True,20533
Ogens,VD,True,True,304
Ollon,VD,True,True,7497
Onnens (VD),VD,True,True,476
Oppens,VD,True,False,194
Orbe,VD,True,True,6987
Orges,VD,True,False,336
Ormont-Dessous,VD,True,False,1115
Ormont-Dessus,VD,False,False,1468
Orny,VD,False,False,357
Oron,VD,True,False,5461
Orzens,VD,False,False,194
Oulens-sous-Echallens,VD,True,True,578
Pailly,VD,False,False,543
Pampigny,VD,True,True,1126
Paudex,VD,False,False,1481
Payerne,VD,True,True,9699
Penthalaz,VD,True,False,3276
Penthaz,VD,False,False,1725
Penthéréaz,VD,False,False,418
Perroy,VD,False,False,1508
Poliez-Pittet,VD,False,False,850
Pompaples,VD,True,False,853
Pomy,VD,True,True,785
Prangins,VD,True,True,4072
Premier,VD,False,False,210
Préverenges,VD,False,False,5286
Prévonloup,VD,False,False,160
Prilly,VD,True,True,12110
Provence,VD,True,True,388
Puidoux,VD,False,False,2902
Pully,VD,True,True,18160
Rances,VD,True,False,485
Renens (VD),VD,False,False,21036
Rennaz,VD,True,True,843
Reverolle,VD,False,False,382
Rivaz,VD,False,False,352
Roche (VD),VD,True,True,1647
Rolle,VD,False,False,6218
Romainmôtier-Envy,VD,False,False,550
Romanel-sur-Lausanne,VD,True,True,3298
Romanel-sur-Morges,VD,False,False,469
Ropraz,VD,False,False,456
Rossenges,VD,True,True,62
Rossinière,VD,True,False,543
Rougemont,VD,False,False,889
Rovray,VD,False,False,186
Rueyres,VD,False,False,256
Saint-Barthélemy (VD),VD,True,True,771
Saint-Cergue,VD,True,True,2547
Sainte-Croix,VD,False,False,4916
Saint-George,VD,True,True,1028
Saint-Légier-La Chiésaz,VD,False,False,5163
Saint-Livres,VD,False,False,682
Saint-Oyens,VD,True,False,365
Saint-Prex,VD,False,False,5682
Saint-Saphorin (Lavaux),VD,False,False,395
Saint-Sulpice (VD),VD,True,True,4508
Saubraz,VD,False,False,423
Savigny,VD,False,False,3348
Senarclens,VD,True,True,505
Sergey,VD,False,False,137
Servion,VD,True,False,1901
Sévery,VD,False,False,233
Signy-Avenex,VD,False,False,566
Suchy,VD,True,True,604
Sullens,VD,True,True,1004
Suscévaz,VD,False,False,200
Syens,VD,True,False,149
Tannay,VD,False,False,1595
Tartegnin,VD,False,False,235
Tévenon,VD,True,True,844
Tolochenaz,VD,True,True,1879
Trélex,VD,False,False,1402
Trey,VD,False,False,270
Treycovagnes,VD,True,True,451
Treytorrens (Payerne),VD,False,False,122
Ursins,VD,False,False,218
Valbroye,VD,False,False,3025
Valeyres-sous-Montagny,VD,True,True,705
Valeyres-sous-Rances,VD,False,False,629
Valeyres-sous-Ursins,VD,True,True,239
Vallorbe,VD,False,False,3851
Vaulion,VD,False,False,485
Vaux-sur-Morges,VD,True,True,199
Vevey,VD,False,False,19827
Veytaux,VD,False,False,868
Vich,VD,False,False,1022
Villars-Epeney,VD,True,False,106
Villars-le-Comte,VD,False,False,142
Villars-le-Terroir,VD,True,False,1151
Villars-Sainte-Croix,VD,False,False,934
Villars-sous-Yens,VD,True,True,614
Villarzel,VD,True,True,416
Villeneuve (VD),VD,False,False,5673
Vinzel,VD,True,False,370
Vuarrens,VD,False,False,1003
Vucherens,VD,False,False,582
Vufflens-la-Ville,VD,True,True,1284
Vufflens-le-Château,VD,True,True,884
Vugelles-La Mothe,VD,False,False,122
Vuiteboeuf,VD,False,False,584
Vulliens,VD,True,True,516
Vullierens,VD,False,False,499
Vully-les-Lacs,VD,False,False,3086
Yens,VD,False,False,1386
Yverdon-les-Bains,VD,False,False,30143
Yvonand,VD,False,False,3349
Yvorne,VD,False,False,1051
Acquarossa,TI,False,False,1850
Agno,TI,True,False,4480
Airolo,TI,True,True,1527
Alto Malcantone,TI,False,False,1405
Aranno,TI,False,False,375
Arbedo-Castione,TI,True,False,5039
Arogno,TI,True,False,1011
Ascona,TI,True,False,5534
Astano,TI,False,False,303
Avegno Gordevio,TI,True,True,1479
Balerna,TI,False,False,3345
Bedano,TI,True,False,1542
Bedigliora,TI,False,False,634
Bedretto,TI,True,True,109
Bellinzona,TI,True,True,43181
Biasca,TI,False,False,6126
Bioggio,TI,True,True,2647
Bissone,TI,False,False,926
Blenio,TI,True,False,1826
Bodio,TI,False,False,1031
Bosco/Gurin,TI,True,True,50
Breggia,TI,False,False,2033
Brione (Verzasca),TI,True,True,190
Brione sopra Minusio,TI,False,False,488
Brissago,TI,True,True,1758
Brusino Arsizio,TI,True,True,485
Cademario,TI,True,False,796
Cadempino,TI,False,False,1507
Cadenazzo,TI,True,False,2932
Campo (Vallemaggia),TI,True,True,53
Canobbio,TI,True,False,2116
Capriasca,TI,False,False,6660
Caslano,TI,False,False,4330
Castel San Pietro,TI,True,False,2130
Centovalli,TI,False,False,1151
Cerentino,TI,True,False,49
Cevio,TI,True,True,1177
Chiasso,TI,True,True,8182
Coldrerio,TI,False,False,2927
Collina d&#39;Oro,TI,True,True,4911
Comano,TI,False,False,2032
Corippo,TI,True,True,12
Croglio,TI,False,False,854
Cugnasco-Gerra,TI,True,False,2877
Cureglia,TI,True,False,1387
Curio,TI,True,False,544
Dalpe,TI,True,False,186
Faido,TI,False,False,2949
Frasco,TI,True,False,107
Gambarogno,TI,True,True,5137
Giornico,TI,False,False,873
Gordola,TI,False,False,4673
Grancia,TI,False,False,515
Gravesano,TI,False,False,1321
Isone,TI,True,False,378
Lamone,TI,True,True,1780
Lavertezzo,TI,False,False,1329
Lavizzara,TI,False,False,526
Linescio,TI,True,True,48
Locarno,TI,False,False,16012
Losone,TI,True,True,6622
Lugano,TI,True,True,63494
Lumino,TI,False,False,1470
Maggia,TI,True,False,2586
Magliaso,TI,True,False,1607
Manno,TI,False,False,1338
Maroggia,TI,False,False,683
Massagno,TI,False,False,6268
Melano,TI,False,False,1445
Melide,TI,False,False,1816
Mendrisio,TI,True,True,14914
Mergoscia,TI,True,False,216
Mezzovico-Vira,TI,True,False,1356
Miglieglia,TI,True,False,311
Minusio,TI,True,False,7226
Monteceneri,TI,False,False,4502
Monteggio,TI,False,False,891
Morbio Inferiore,TI,True,False,4572
Morcote,TI,False,False,725
Muralto,TI,False,False,2713
Muzzano,TI,True,False,812
Neggio,TI,False,False,317
Novaggio,TI,False,False,829
Novazzano,TI,False,False,2365
Onsernone,TI,False,False,693
Origlio,TI,True,True,1471
Orselina,TI,False,False,735
Paradiso,TI,True,False,4144
Personico,TI,True,False,344
Pollegio,TI,True,False,757
Ponte Capriasca,TI,False,False,1889
Ponte Tresa,TI,True,True,795
Porza,TI,True,False,1580
Prato (Leventina),TI,False,False,413
Pura,TI,False,False,1364
Quinto,TI,False,False,1044
Riva San Vitale,TI,True,True,2617
Riviera,TI,True,True,4192
Ronco sopra Ascona,TI,False,False,608
Rovio,TI,False,False,838
Sant&#39;Antonino,TI,False,False,2513
Savosa,TI,False,False,2230
Serravalle,TI,False,False,2071
Sessa,TI,True,True,682
Sonogno,TI,True,True,88
Sorengo,TI,True,False,1779
Stabio,TI,False,False,4616
Tenero-Contra,TI,False,False,3108
Terre di Pedemonte,TI,True,False,2598
Torricella-Taverne,TI,False,False,3053
Vacallo,TI,True,True,3383
Vernate,TI,True,False,583
Vezia,TI,False,False,1947
Vico Morcote,TI,True,False,382
Vogorno,TI,True,True,279
Adligenswil,LU,False,False,5343
Aesch (LU),LU,False,False,1205
Alberswil,LU,True,True,655
Altbüron,LU,True,False,1025
Altishofen,LU,True,False,1572
Altwis,LU,False,False,438
Ballwil,LU,False,False,2786
Beromünster,LU,False,False,6478
Buchrain,LU,False,False,6116
Büron,LU,True,True,2444
Buttisholz,LU,True,True,3287
Dagmersellen,LU,True,True,5369
Dierikon,LU,False,False,1503
Doppleschwand,LU,True,True,786
Ebersecken,LU,True,False,386
Ebikon,LU,True,True,13531
Egolzwil,LU,False,False,1483
Eich,LU,True,True,1632
Emmen,LU,False,False,30682
Entlebuch,LU,True,True,3315
Ermensee,LU,False,False,984
Eschenbach (LU),LU,True,True,3589
Escholzmatt-Marbach,LU,True,True,4358
Ettiswil,LU,True,True,2691
Fischbach,LU,True,True,706
Flühli,LU,False,False,1956
Gettnau,LU,False,False,1151
Geuensee,LU,True,True,2911
Gisikon,LU,False,False,1331
Greppen,LU,False,False,1075
Grossdietwil,LU,True,True,863
Grosswangen,LU,True,True,3273
Hasle (LU),LU,True,True,1752
Hergiswil bei Willisau,LU,False,False,1908
Hildisrieden,LU,False,False,2275
Hitzkirch,LU,False,False,5201
Hochdorf,LU,False,False,9832
Hohenrain,LU,False,False,2474
Honau,LU,False,False,391
Horw,LU,False,False,13915
Inwil,LU,True,True,2557
Knutwil,LU,False,False,2182
Kriens,LU,True,True,26997
Luthern,LU,False,False,1295
Luzern,LU,True,True,81401
Malters,LU,False,False,7231
Mauensee,LU,True,True,1488
Meggen,LU,False,False,7138
Meierskappel,LU,False,False,1369
Menznau,LU,False,False,2902
Nebikon,LU,False,False,2645
Neuenkirch,LU,False,False,7104
Nottwil,LU,True,True,3848
Oberkirch,LU,False,False,4679
Pfaffnau,LU,False,False,2668
Rain,LU,False,False,2770
Reiden,LU,False,False,7038
Rickenbach (LU),LU,True,True,3254
Roggliswil,LU,False,False,688
Römerswil,LU,False,False,1769
Romoos,LU,True,True,670
Root,LU,False,False,4995
Rothenburg,LU,False,False,7571
Ruswil,LU,False,False,6856
Schenkon,LU,False,False,2862
Schlierbach,LU,False,False,878
Schongau,LU,True,True,1044
Schötz,LU,False,False,4396
Schüpfheim,LU,True,True,4181
Schwarzenberg,LU,True,True,1690
Sempach,LU,False,False,4128
Sursee,LU,False,False,9900
Triengen,LU,False,False,4652
Udligenswil,LU,False,False,2279
Ufhusen,LU,False,False,903
Vitznau,LU,False,False,1381
Wauwil,LU,True,False,2177
Weggis,LU,False,False,4404
Werthenstein,LU,False,False,2115
Wikon,LU,False,False,1525
Willisau,LU,False,False,7825
Wolhusen,LU,True,False,4375
Zell (LU),LU,False,False,2004
Adlikon,ZH,False,False,665
Adliswil,ZH,False,False,18803
Aesch (ZH),ZH,False,False,1348
Aeugst am Albis,ZH,True,True,1941
Affoltern am Albis,ZH,True,True,12146
Altikon,ZH,False,False,676
Andelfingen,ZH,False,False,2208
Bachenbülach,ZH,False,False,4114
Bachs,ZH,True,True,593
Bäretswil,ZH,True,True,5038
Bassersdorf,ZH,True,True,11655
Bauma,ZH,False,False,4939
Benken (ZH),ZH,False,False,858
Berg am Irchel,ZH,True,True,564
Birmensdorf (ZH),ZH,False,False,6414
Bonstetten,ZH,False,False,5512
Boppelsen,ZH,False,False,1373
Brütten,ZH,False,False,2022
Bubikon,ZH,False,False,7200
Buch am Irchel,ZH,False,False,971
Buchs (ZH),ZH,False,False,6315
Bülach,ZH,True,True,19888
Dachsen,ZH,False,False,1936
Dägerlen,ZH,False,False,1015
Dällikon,ZH,False,False,4118
Dänikon,ZH,True,True,1879
Dättlikon,ZH,False,False,782
Dielsdorf,ZH,False,False,5966
Dietikon,ZH,True,True,27079
Dietlikon,ZH,True,True,7702
Dinhard,ZH,True,True,1557
Dorf,ZH,True,False,687
Dübendorf,ZH,False,False,28141
Dürnten,ZH,False,False,7570
Egg,ZH,True,True,8452
Eglisau,ZH,True,True,5188
Elgg,ZH,False,False,4425
Ellikon an der Thur,ZH,False,False,902
Elsau,ZH,False,False,3631
Embrach,ZH,False,False,9432
Erlenbach (ZH),ZH,False,False,5576
Fällanden,ZH,False,False,8606
Fehraltorf,ZH,True,False,6416
Feuerthalen,ZH,True,True,3641
Fischenthal,ZH,True,True,2512
Flaach,ZH,False,False,1390
Flurlingen,ZH,False,False,1440
Freienstein-Teufen,ZH,False,False,2376
Geroldswil,ZH,True,False,4943
Glattfelden,ZH,False,False,5190
Gossau (ZH),ZH,False,False,9968
Greifensee,ZH,False,False,5354
Grüningen,ZH,False,False,3382
Hagenbuch,ZH,False,False,1106
Hausen am Albis,ZH,False,False,3664
Hedingen,ZH,True,True,3694
Henggart,ZH,False,False,2268
Herrliberg,ZH,True,False,6308
Hettlingen,ZH,False,False,3179
Hinwil,ZH,False,False,11199
Hittnau,ZH,False,False,3634
Hochfelden,ZH,True,True,1934
Hombrechtikon,ZH,True,True,8620
Horgen,ZH,False,False,20335
Höri,ZH,False,False,2738
Humlikon,ZH,False,False,486
Hüntwangen,ZH,False,False,1027
Hütten,ZH,False,False,897
Hüttikon,ZH,False,False,930
Illnau-Effretikon,ZH,True,True,16975
Kappel am Albis,ZH,False,False,1125
Kilchberg (ZH),ZH,False,False,8470
Kleinandelfingen,ZH,False,False,2076
Kloten,ZH,False,False,19408
Knonau,ZH,True,True,2305
Küsnacht (ZH),ZH,True,True,14307
Langnau am Albis,ZH,True,True,7533
Laufen-Uhwiesen,ZH,False,False,1668
Lindau,ZH,False,False,5645
Lufingen,ZH,False,False,2381
Männedorf,ZH,False,False,10957
Marthalen,ZH,True,True,1957
Maschwanden,ZH,False,False,641
Maur,ZH,False,False,10170
Meilen,ZH,False,False,13999
Mettmenstetten,ZH,False,False,4886
Mönchaltorf,ZH,False,False,3735
Neerach,ZH,False,False,3151
Neftenbach,ZH,False,False,5553
Niederglatt,ZH,False,False,4949
Niederhasli,ZH,False,False,9202
Niederweningen,ZH,False,False,3035
Nürensdorf,ZH,True,True,5611
Oberembrach,ZH,False,False,1058
Oberengstringen,ZH,False,False,6620
Oberglatt,ZH,True,True,6988
Oberrieden,ZH,True,True,5090
Oberstammheim,ZH,False,False,1197
Oberweningen,ZH,False,False,1802
Obfelden,ZH,False,False,5356
Oetwil am See,ZH,False,False,4762
Oetwil an der Limmat,ZH,True,True,2479
Opfikon,ZH,False,False,19978
Ossingen,ZH,False,False,1567
Otelfingen,ZH,False,False,2842
Ottenbach,ZH,False,False,2569
Pfäffikon,ZH,False,False,11864
Pfungen,ZH,False,False,3851
Rafz,ZH,False,False,4483
Regensberg,ZH,False,False,474
Regensdorf,ZH,True,True,18317
Rheinau,ZH,False,False,1299
Richterswil,ZH,False,False,13454
Rickenbach (ZH),ZH,False,False,2671
Rifferswil,ZH,False,False,1103
Rorbas,ZH,False,False,2841
Rümlang,ZH,False,False,7968
Rüschlikon,ZH,False,False,5853
Russikon,ZH,False,False,4367
Rüti (ZH),ZH,True,True,12157
Schlatt (ZH),ZH,False,False,735
Schleinikon,ZH,False,False,736
Schlieren,ZH,False,False,18760
Schöfflisdorf,ZH,False,False,1405
Schönenberg (ZH),ZH,False,False,1847
Schwerzenbach,ZH,False,False,5093
Seegräben,ZH,False,False,1440
Seuzach,ZH,False,False,7312
Stadel,ZH,False,False,2280
Stäfa,ZH,True,True,14435
Stallikon,ZH,True,True,3717
Steinmaur,ZH,False,False,3482
Thalheim an der Thur,ZH,True,True,929
Thalwil,ZH,False,False,17857
Trüllikon,ZH,False,False,1059
Truttikon,ZH,False,False,478
Turbenthal,ZH,True,True,4761
Uetikon am See,ZH,False,False,6161
Uitikon,ZH,False,False,4245
Unterengstringen,ZH,False,False,3804
Unterstammheim,ZH,False,False,891
Urdorf,ZH,True,True,9783
Uster,ZH,True,True,34516
Volken,ZH,True,False,342
Volketswil,ZH,True,True,18693
Wädenswil,ZH,True,True,21792
Wald (ZH),ZH,False,False,9815
Wallisellen,ZH,False,False,15939
Waltalingen,ZH,False,False,658
Wangen-Brüttisellen,ZH,False,False,7883
Wasterkingen,ZH,False,False,574
Weiach,ZH,True,True,1756
Weiningen (ZH),ZH,False,False,4775
Weisslingen,ZH,True,True,3303
Wettswil am Albis,ZH,False,False,5112
Wetzikon (ZH),ZH,True,True,24513
Wiesendangen,ZH,False,False,6380
Wil (ZH),ZH,False,False,1407
Wila,ZH,True,True,1975
Wildberg,ZH,False,False,1000
Winkel,ZH,False,False,4540
Winterthur,ZH,True,True,110912
Zell (ZH),ZH,False,False,5939
Zollikon,ZH,False,False,12983
Zumikon,ZH,False,False,5142
Zürich,ZH,True,True,409241
Aedermannsdorf,SO,False,False,572
Aeschi (SO),SO,False,False,1221
Balm bei Günsberg,SO,True,True,204
Balsthal,SO,False,False,6094
Bärschwil,SO,True,True,816
Bättwil,SO,True,True,1172
Beinwil (SO),SO,False,False,277
Bellach,SO,False,False,5272
Bettlach,SO,False,False,4940
Biberist,SO,False,False,8455
Biezwil,SO,True,True,323
Bolken,SO,False,False,595
Boningen,SO,False,False,755
Breitenbach,SO,False,False,3848
Buchegg,SO,True,False,2545
Büren (SO),SO,True,True,1042
Büsserach,SO,False,False,2292
Däniken,SO,False,False,2784
Deitingen,SO,False,False,2237
Derendingen,SO,False,False,6430
Dornach,SO,False,False,6686
Drei Höfe,SO,True,True,734
Dulliken,SO,False,False,4964
Egerkingen,SO,False,False,3520
Eppenberg-Wöschnau,SO,True,True,330
Erlinsbach (SO),SO,False,False,3524
Erschwil,SO,True,True,920
Etziken,SO,True,True,869
Fehren,SO,False,False,589
Feldbrunnen-St. Niklaus,SO,True,False,975
Flumenthal,SO,True,True,947
Fulenbach,SO,False,False,1776
Gänsbrunnen,SO,True,True,89
Gempen,SO,False,False,880
Gerlafingen,SO,False,False,5118
Grenchen,SO,False,False,17140
Gretzenbach,SO,False,False,2733
Grindel,SO,True,True,505
Günsberg,SO,False,False,1166
Gunzgen,SO,False,False,1651
Hägendorf,SO,False,False,5044
Halten,SO,False,False,871
Härkingen,SO,False,False,1611
Hauenstein-Ifenthal,SO,True,False,308
Herbetswil,SO,True,False,541
Himmelried,SO,True,False,925
Hochwald,SO,False,False,1306
Hofstetten-Flüh,SO,False,False,3108
Holderbank (SO),SO,True,True,693
Horriwil,SO,False,False,870
Hubersdorf,SO,False,False,742
Hüniken,SO,False,False,126
Kammersrohr,SO,True,True,29
Kappel (SO),SO,False,False,3189
Kestenholz,SO,True,True,1798
Kienberg,SO,False,False,514
Kleinlützel,SO,False,False,1244
Kriegstetten,SO,True,True,1315
Langendorf,SO,False,False,3772
Laupersdorf,SO,False,False,1748
Lohn-Ammannsegg,SO,False,False,2805
Lommiswil,SO,False,False,1528
Lostorf,SO,False,False,3959
Lüsslingen-Nennigkofen,SO,False,False,1057
Luterbach,SO,False,False,3485
Lüterkofen-Ichertswil,SO,False,False,786
Lüterswil-Gächliwil,SO,False,False,328
Matzendorf,SO,False,False,1317
Meltingen,SO,True,False,645
Messen,SO,False,False,1493
Metzerlen-Mariastein,SO,False,False,932
Mümliswil-Ramiswil,SO,False,False,2441
Neuendorf,SO,False,False,2157
Niederbuchsiten,SO,False,False,1169
Niedergösgen,SO,False,False,3861
Nuglar-St. Pantaleon,SO,False,False,1486
Nunningen,SO,False,False,1893
Oberbuchsiten,SO,False,False,2238
Oberdorf (SO),SO,False,False,1703
Obergerlafingen,SO,True,False,1163
Obergösgen,SO,False,False,2232
Oekingen,SO,True,True,835
Oensingen,SO,False,False,6299
Olten,SO,False,False,18389
Recherswil,SO,False,False,1968
Rickenbach (SO),SO,True,False,964
Riedholz,SO,True,False,2322
Rodersdorf,SO,False,False,1317
Rohr (SO),SO,True,True,96
Rüttenen,SO,False,False,1495
Schnottwil,SO,True,False,1123
Schönenwerd,SO,False,False,4902
Seewen,SO,False,False,1014
Selzach,SO,False,False,3453
Solothurn,SO,False,False,16703
Starrkirch-Wil,SO,False,False,1692
Stüsslingen,SO,True,True,1065
Subingen,SO,True,True,3177
Trimbach,SO,False,False,6591
Unterramsern,SO,False,False,211
Walterswil (SO),SO,True,True,701
Wangen bei Olten,SO,True,True,5096
Welschenrohr,SO,True,True,1089
Winznau,SO,False,False,1857
Wisen (SO),SO,False,False,403
Witterswil,SO,True,True,1497
Wolfwil,SO,False,False,2200
Zuchwil,SO,True,False,8875
Zullwil,SO,False,False,676
Aesch (BL),BL,False,False,10237
Allschwil,BL,True,False,20913
Anwil,BL,True,True,569
Arboldswil,BL,True,True,562
Arisdorf,BL,True,True,1633
Arlesheim,BL,False,False,9202
Augst,BL,True,True,1011
Bennwil,BL,True,True,665
Biel-Benken,BL,True,True,3427
Binningen,BL,True,True,15580
Birsfelden,BL,False,False,10410
Blauen,BL,False,False,691
Böckten,BL,False,False,804
Bottmingen,BL,False,False,6593
Bretzwil,BL,True,False,780
Brislach,BL,False,False,1643
Bubendorf,BL,True,True,4339
Buckten,BL,True,True,694
Burg im Leimental,BL,False,False,262
Buus,BL,True,True,1035
Diegten,BL,True,True,1656
Diepflingen,BL,True,True,738
Dittingen,BL,False,False,730
Duggingen,BL,False,False,1568
Eptingen,BL,True,False,530
Ettingen,BL,True,True,5156
Frenkendorf,BL,False,False,6471
Füllinsdorf,BL,True,True,4472
Gelterkinden,BL,True,False,6095
Giebenach,BL,True,True,1031
Grellingen,BL,False,False,1833
Häfelfingen,BL,False,False,271
Hemmiken,BL,True,True,251
Hersberg,BL,True,True,309
Hölstein,BL,True,True,2499
Itingen,BL,False,False,2085
Känerkinden,BL,True,True,530
Kilchberg (BL),BL,True,True,161
Lampenberg,BL,True,True,503
Langenbruck,BL,True,True,957
Läufelfingen,BL,False,False,1321
Laufen,BL,True,True,5556
Lausen,BL,True,True,5148
Lauwil,BL,False,False,316
Liedertswil,BL,False,False,169
Liesberg,BL,False,False,1148
Liestal,BL,True,True,14269
Lupsingen,BL,True,True,1422
Maisprach,BL,True,True,939
Münchenstein,BL,False,False,12203
Muttenz,BL,False,False,17805
Nenzlingen,BL,True,True,432
Niederdorf,BL,True,True,1807
Nusshof,BL,True,True,255
Oberdorf (BL),BL,True,True,2409
Oberwil (BL),BL,False,False,11221
Oltingen,BL,True,True,470
Ormalingen,BL,False,False,2201
Pfeffingen,BL,False,False,2358
Pratteln,BL,False,False,16388
Ramlinsburg,BL,True,True,746
Reigoldswil,BL,False,False,1613
Reinach (BL),BL,False,False,19144
Rickenbach (BL),BL,True,True,594
Roggenburg,BL,False,False,268
Röschenz,BL,False,False,1880
Rothenfluh,BL,True,True,780
Rümlingen,BL,True,False,390
Rünenberg,BL,True,True,777
Schönenbuch,BL,False,False,1385
Seltisberg,BL,False,False,1311
Sissach,BL,False,False,6666
Tecknau,BL,False,False,858
Tenniken,BL,True,True,916
Therwil,BL,False,False,9947
Thürnen,BL,True,True,1403
Titterten,BL,False,False,414
Wahlen,BL,False,False,1417
Waldenburg,BL,True,True,1125
Wenslingen,BL,False,False,717
Wintersingen,BL,True,True,606
Wittinsburg,BL,True,True,434
Zeglingen,BL,True,True,489
Ziefen,BL,True,True,1569
Zunzgen,BL,False,False,2502
Zwingen,BL,False,False,2339
Agarn,VS,False,False,763
Albinen,VS,True,True,243
Anniviers,VS,False,False,2721
Arbaz,VS,True,True,1259
Ardon,VS,True,True,3137
Ausserberg,VS,False,False,623
Ayent,VS,True,True,3975
Bagnes,VS,False,False,8100
Baltschieder,VS,False,False,1324
Bellwald,VS,True,True,389
Bettmeralp,VS,True,True,449
Binn,VS,False,False,140
Bister,VS,True,True,32
Bitsch,VS,True,True,976
Blatten,VS,True,True,294
Bourg-Saint-Pierre,VS,True,True,181
Bovernier,VS,True,True,911
Brig-Glis,VS,True,True,13109
Bürchen,VS,False,False,715
Chalais,VS,True,True,3528
Chamoson,VS,False,False,3787
Champéry,VS,False,False,1342
Charrat,VS,False,False,1799
Chippis,VS,True,False,1580
Collombey-Muraz,VS,False,False,9018
Collonges,VS,True,True,780
Conthey,VS,True,True,8691
Crans-Montana,VS,False,False,10565
Dorénaz,VS,False,False,930
Eggerberg,VS,True,False,340
Eischoll,VS,True,False,438
Eisten,VS,True,True,197
Embd,VS,True,True,301
Ergisch,VS,True,True,188
Ernen,VS,False,False,501
Evionnaz,VS,True,True,1260
Evolène,VS,True,True,1701
Ferden,VS,True,True,251
Fiesch,VS,False,False,918
Fieschertal,VS,True,True,334
Finhaut,VS,True,False,387
Fully,VS,False,False,8737
Gampel-Bratsch,VS,False,False,1964
Goms,VS,True,True,1203
Grächen,VS,True,True,1293
Grengiols,VS,True,False,432
Grimisuat,VS,False,False,3330
Grône,VS,True,True,2411
Guttet-Feschel,VS,False,False,418
Hérémence,VS,True,True,1391
Icogne,VS,True,True,565
Inden,VS,True,True,107
Isérables,VS,False,False,827
Kippel,VS,True,True,331
Lalden,VS,True,True,669
Lax,VS,False,False,308
Lens,VS,False,False,4162
Leuk,VS,False,False,3926
Leukerbad,VS,False,False,1413
Leytron,VS,True,True,3173
Liddes,VS,True,True,767
Martigny,VS,True,True,18174
Martigny-Combe,VS,False,False,2297
Massongex,VS,True,False,1802
Miège,VS,False,False,1348
Monthey,VS,True,True,17563
Mont-Noble,VS,False,False,1068
Mörel-Filet,VS,True,True,678
Naters,VS,True,True,9983
Nendaz,VS,True,True,6595
Niedergesteln,VS,False,False,703
Oberems,VS,True,True,124
Obergoms,VS,True,True,662
Orsières,VS,False,False,3190
Port-Valais,VS,True,True,3995
Randa,VS,True,True,444
Raron,VS,True,True,1930
Riddes,VS,True,True,3079
Ried-Brig,VS,False,False,2092
Riederalp,VS,True,True,481
Saas-Almagell,VS,False,False,377
Saas-Balen,VS,True,True,349
Saas-Fee,VS,True,True,1597
Saas-Grund,VS,False,False,1027
Saillon,VS,True,True,2574
Saint-Gingolph,VS,False,False,963
Saint-Léonard,VS,False,False,2316
Saint-Martin (VS),VS,False,False,829
Saint-Maurice,VS,False,False,4595
Salgesch,VS,True,True,1511
Salvan,VS,False,False,1374
Savièse,VS,True,True,7594
Saxon,VS,True,True,5774
Sembrancher,VS,True,False,1034
Sierre,VS,True,True,16860
Simplon,VS,False,False,304
Sion,VS,False,False,34599
St. Niklaus,VS,True,True,2227
Stalden (VS),VS,True,True,1101
Staldenried,VS,False,False,543
Steg-Hohtenn,VS,False,False,1569
Täsch,VS,True,True,1295
Termen,VS,True,True,913
Törbel,VS,True,True,470
Trient,VS,True,True,183
Troistorrents,VS,False,False,4602
Turtmann-Unterems,VS,True,True,1106
Unterbäch,VS,False,False,421
Val-d&#39;Illiez,VS,True,True,1888
Varen,VS,False,False,625
Venthône,VS,True,True,1264
Vernayaz,VS,False,False,1886
Vérossaz,VS,False,False,748
Vétroz,VS,False,False,6268
Vex,VS,False,False,1820
Veyras,VS,True,True,1832
Veysonnaz,VS,False,False,613
Vionnaz,VS,True,True,2646
Visp,VS,True,True,7891
Visperterminen,VS,True,True,1351
Vollèges,VS,False,False,2001
Vouvry,VS,False,False,4138
Wiler (Lötschen),VS,True,True,571
Zeneggen,VS,False,False,282
Zermatt,VS,False,False,5643
Zwischbergen,VS,True,True,77
Aire-la-Ville,GE,False,False,1169
Anières,GE,True,True,2456
Avully,GE,False,False,1763
Avusy,GE,True,True,1434
Bardonnex,GE,False,False,2215
Bellevue,GE,False,False,3322
Bernex,GE,False,False,10007
Carouge (GE),GE,True,False,22336
Cartigny,GE,True,True,956
Céligny,GE,False,False,787
Chancy,GE,False,False,1691
Chêne-Bougeries,GE,True,False,11862
Chêne-Bourg,GE,True,True,8708
Choulex,GE,False,False,1149
Collex-Bossy,GE,False,False,1687
Collonge-Bellerive,GE,False,False,8126
Cologny,GE,False,False,5531
Confignon,GE,False,False,4618
Corsier (GE),GE,False,False,2071
